,mx,method,solvent,label,inchikey,p,xe,xd,xn,gap_oh,work_function_oh,formation_energy_oh,ehull_oh,alphax_el_oh,alphay_el_oh,alphaz_el_oh,plasmafrequency_x_oh,plasmafrequency_y_oh,dyn_stab_oh,has_inversion_symmetry_oh,de_zx_oh,de_zy_oh,gap_o,work_function_o,formation_energy_o,ehull_o,alphax_el_o,alphay_el_o,alphaz_el_o,plasmafrequency_x_o,plasmafrequency_y_o,dyn_stab_o,has_inversion_symmetry_o,de_zx_o,de_zy_o,gap_f,work_function_f,formation_energy_f,ehull_f,alphax_el_f,alphay_el_f,alphaz_el_f,plasmafrequency_x_f,plasmafrequency_y_f,dyn_stab_f,has_inversion_symmetry_f,de_zx_f,de_zy_f,molecular_weight,xlogp,charge,tpsa,complexity,h_bond_donor_count,h_bond_acceptor_count,rotatable_bond_count,heavy_atom_count,isotope_atom_count,atom_stereo_count,bond_stereo_count,covalent_unit_count,boiling_point,mmhg
10,Ti3C2,LiF/HCl,water,1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,9.0,0.4,0.34,0.26,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,18.015,-0.5,0,1.0,0.0,1,1,0,1,0,0,0,1,373.2,760.0
11,Ti3C2,LiF/HCl,ethanol,1,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,5.2,0.51,0.21,0.28,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,46.07,-0.1,0,20.2,2.8,1,1,0,3,0,0,0,1,351.5,760.0
12,Ti3C2,LiF/HCl,methanol,-1,OKKJLVBELUTLKV-UHFFFAOYSA-N,6.6,0.51,0.19,0.3,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,32.042,-0.5,0,20.2,2.0,1,1,0,2,0,0,0,1,337.8,760.0
13,Ti3C2,LiF/HCl,acetone,-1,CSCPPACGZOOCGX-UHFFFAOYSA-N,5.4,0.36,0.24,0.4,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,58.08,-0.1,0,17.1,26.3,0,1,0,4,0,0,0,1,329.3,760.0
14,Ti3C2,LiF/HCl,acetonitrile,1,WEVYAHXRMPXWCK-UHFFFAOYSA-N,6.2,0.33,0.26,0.41,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,41.05,0.0,0,23.8,29.3,0,1,0,3,0,0,0,1,354.8,760.0
15,Ti3C2,LiF/HCl,dimethyl sulfoxide,1,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,6.5,0.35,0.27,0.38,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,78.14,-0.6,0,36.3,29.0,0,2,0,4,0,0,0,1,463.0,760.0
16,Ti3C2,LiF/HCl,"N,N-dimethylformamide",1,ZMXDDKWLCZADIW-UHFFFAOYSA-N,6.4,0.41,0.21,0.38,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,73.09,-1.0,0,20.3,33.9,0,1,0,5,0,0,0,1,426.0,760.0
17,Ti3C2,LiF/HCl,N-methyl-2-pyrrolidinone,1,SECXISVLQFMRJM-UHFFFAOYSA-N,6.5,0.41,0.21,0.28,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,99.13,-0.5,0,20.3,90.1,0,1,0,7,0,0,0,1,475.2,760.0
18,Ti3C2,LiF/HCl,propylene carbonate,1,RUOJZAUFBMNUDX-UHFFFAOYSA-N,6.0,0.31,0.28,0.41,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,102.09,-0.4,0,35.5,88.9,0,3,0,7,0,1,0,1,513.2,760.0
19,Ti3C2,LiF/HCl,toluene,-1,YXFVVABEGXRONW-UHFFFAOYSA-N,2.3,0.32,0.24,0.44,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,92.14,2.7,0,0.0,42.0,0,0,0,7,0,0,0,1,383.8,760.0
20,Ti3C2,LiF/HCl,N-methylformamide,1,ATHHXGZTWNVVOU-UHFFFAOYSA-N,6.2,0.43,0.21,0.36,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,59.07,-1.0,0,29.1,20.0,1,1,0,4,0,0,0,1,455.7,760.0
21,Ti3C2,LiF/HCl,formamide,1,ZHNUHDYFZUAESO-UHFFFAOYSA-N,7.3,0.4,0.28,0.32,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,45.041,-0.8,0,43.1,12.3,1,1,0,3,0,0,0,1,483.7,760.0
22,Nb2C1,HF,N-methyl-2-pyrrolidinone,1,SECXISVLQFMRJM-UHFFFAOYSA-N,6.5,0.41,0.21,0.28,0.0,2.145794566158182,-1.1263989804431398,0.1895169236337281,22.94748176987854,22.94748176987862,1.278719356126905,11.657854618756915,11.657854618756936,0,1,0.0,0.0,0.0,5.759951723332423,-1.727511018123181,0.1104160717526554,22.637006341906474,22.63700634190646,0.39892910696426664,5.400010057589207,5.400010057589209,0,1,0.0,0.0,0.0,4.342834041173003,-1.8131004321284478,0.10683727547768349,67.46670109589357,67.46670109589382,0.3813352682416735,11.093597215041422,11.093597215041436,0,1,0.0,0.0,99.13,-0.5,0,20.3,90.1,0,1,0,7,0,0,0,1,475.2,760.0
23,Nb2C1,LiF/HCl,N-methyl-2-pyrrolidinone,1,SECXISVLQFMRJM-UHFFFAOYSA-N,6.5,0.41,0.21,0.28,0.0,2.145794566158182,-1.1263989804431398,0.1895169236337281,22.94748176987854,22.94748176987862,1.278719356126905,11.657854618756915,11.657854618756936,0,1,0.0,0.0,0.0,5.759951723332423,-1.727511018123181,0.1104160717526554,22.637006341906474,22.63700634190646,0.39892910696426664,5.400010057589207,5.400010057589209,0,1,0.0,0.0,0.0,4.342834041173003,-1.8131004321284478,0.10683727547768349,67.46670109589357,67.46670109589382,0.3813352682416735,11.093597215041422,11.093597215041436,0,1,0.0,0.0,99.13,-0.5,0,20.3,90.1,0,1,0,7,0,0,0,1,475.2,760.0
24,V2C1,LiF/HCl,N-methyl-2-pyrrolidinone,1,SECXISVLQFMRJM-UHFFFAOYSA-N,6.5,0.41,0.21,0.28,0.0,1.792878429336099,-1.060472925300505,0.13323270098349305,41.42251169168421,41.42251169168419,1.18810779046586,7.929522776664979,7.929522776664982,0,1,0.0,0.0,0.0,6.645078972215025,-1.4369638784025682,0.18507027943374083,26.357536074615993,26.35753607461603,0.4027360898970834,2.8938306600072607,2.893830660007262,0,1,0.0,0.0,0.0,5.383132904832564,-1.7236317264480732,0.07929613041926516,27.189023986958915,27.189023986958894,0.35352759992266697,7.380556918468242,7.380556918468244,0,1,0.0,0.0,99.13,-0.5,0,20.3,90.1,0,1,0,7,0,0,0,1,475.2,760.0
25,Mo2C1,HF,water,1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,9.0,0.4,0.34,0.26,0.0,2.126567245790666,-0.5764278931749455,0.38807833956501625,116.28074318698359,116.2807431869838,1.1052775476212862,11.121428310688072,11.121428310688085,0,1,0.0,0.0,0.0,6.365433187110814,-0.9580548606135594,0.30781266275886965,16.06237559498646,16.06237559498644,0.4110333222985364,6.4826061109236015,6.482606110923604,0,1,0.0,0.0,0.0,5.867241688712242,-1.0167782242572472,0.34431039113142176,146.63353202260214,146.63353202260228,0.6055879374799924,13.165518656081431,13.165518656081446,0,1,0.0,0.0,18.015,-0.5,0,1.0,0.0,1,1,0,1,0,0,0,1,373.2,760.0
26,Ti2C1,LiF/HCl,dimethyl sulfoxide,1,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,6.5,0.35,0.27,0.38,0.0,1.9120199450981699,-1.4299724531503375,0.16159646428568486,88.4835801182045,88.48358011820454,0.9030904843264411,7.294633084536076,7.294633084536081,0,1,0.0,0.0,1.294976125272457,5.661587764301087,-2.06105994961097,0.11185565038583256,9.234459103697219,9.234459103697231,0.38791124515939607,0.0,0.0,0,1,0.0,0.0,0.0,4.803881267328778,-2.274167680260574,0.0,1629.2321647625938,1629.2321647625906,0.36472974495725263,8.539074806775027,8.53907480677503,0,1,0.0,0.0,78.14,-0.6,0,36.3,29.0,0,2,0,4,0,0,0,1,463.0,760.0
27,Zr3C2,HF,ethanol,1,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,5.2,0.51,0.21,0.28,0.0,2.1170753435752676,-1.3683751405598248,0.22748001639790733,34.81076213469848,34.810762134698585,1.2967832953085814,5.791128630214148,5.79112863021416,0,0,0.0,0.0,0.9605691403947096,5.432554827213844,-1.7960410027942462,0.2108619842164257,11.847780280645761,11.847780280645782,0.6155661959817851,0.0,0.0,0,0,0.0,0.0,0.0,3.214799793416299,-1.9640527539691521,0.0,31.45651255798116,31.456512557981217,0.5850720731932499,2.8473251390870398,2.8473251390870438,0,0,0.0,0.0,46.07,-0.1,0,20.2,2.8,1,1,0,3,0,0,0,1,351.5,760.0
28,Ti3C2,HF,ethanol,1,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,5.2,0.51,0.21,0.28,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,46.07,-0.1,0,20.2,2.8,1,1,0,3,0,0,0,1,351.5,760.0
29,V4C3,HF,N-methyl-2-pyrrolidinone,1,SECXISVLQFMRJM-UHFFFAOYSA-N,6.5,0.41,0.21,0.28,0.0,1.8084137807304508,-0.7996956028019094,0.1470117090845502,173.1507892597956,173.1507892597962,1.522294506743403,10.234533174659436,10.234533174659452,0,1,0.0,0.0,0.0,6.581941225137604,-0.9675202790903481,0.146186409029741,101.91547609432189,101.91547609432229,0.8078794641635745,5.740902126890996,5.740902126891006,0,1,0.0,0.0,0.0,5.6465127112733535,-1.1142509958041888,0.11000568035874735,109.42269368397046,109.42269368397065,0.7125743038524649,10.002192490915462,10.00219249091547,0,1,0.0,0.0,99.13,-0.5,0,20.3,90.1,0,1,0,7,0,0,0,1,475.2,760.0
30,Ta4C3,HF,ethanol,1,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,5.2,0.51,0.21,0.28,0.0,2.395729641826014,-0.8817110002411332,0.1931197834083128,164.95349305088519,164.9534930508864,2.6286533855300886,13.830621029318428,13.830621029318477,0,1,0.0,0.0,0.0,5.333658689480954,-1.2490883075415695,0.0630141888798149,168.89463066022861,168.89463066022935,0.7548679653052934,10.242855524036946,10.242855524036969,0,1,0.0,0.0,0.0,4.315178502493715,-1.1892060498989454,0.13840943711220335,148.95100236414663,148.95100236414737,0.7702740742113733,13.700646914635763,13.700646914635795,0,1,0.0,0.0,46.07,-0.1,0,20.2,2.8,1,1,0,3,0,0,0,1,351.5,760.0
31,V2C1,HF,methanol,1,OKKJLVBELUTLKV-UHFFFAOYSA-N,6.6,0.51,0.19,0.3,0.0,1.792878429336099,-1.060472925300505,0.13323270098349305,41.42251169168421,41.42251169168419,1.18810779046586,7.929522776664979,7.929522776664982,0,1,0.0,0.0,0.0,6.645078972215025,-1.4369638784025682,0.18507027943374083,26.357536074615993,26.35753607461603,0.4027360898970834,2.8938306600072607,2.893830660007262,0,1,0.0,0.0,0.0,5.383132904832564,-1.7236317264480732,0.07929613041926516,27.189023986958915,27.189023986958894,0.35352759992266697,7.380556918468242,7.380556918468244,0,1,0.0,0.0,32.042,-0.5,0,20.2,2.0,1,1,0,2,0,0,0,1,337.8,760.0
32,Ti3C2,HF,N-methyl-2-pyrrolidinone,1,SECXISVLQFMRJM-UHFFFAOYSA-N,6.5,0.41,0.21,0.28,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,99.13,-0.5,0,20.3,90.1,0,1,0,7,0,0,0,1,475.2,760.0
33,Ti3C2,LiF/HCl,methanol,-1,OKKJLVBELUTLKV-UHFFFAOYSA-N,6.6,0.51,0.19,0.3,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,32.042,-0.5,0,20.2,2.0,1,1,0,2,0,0,0,1,337.8,760.0
34,Ti3C2,LiF/HCl,diethylene glycol,1,MTHSVFCYNBDYFN-UHFFFAOYSA-N,5.0,0.43,0.24,0.33,0.0,1.9856555207394555,-1.2948393629369928,0.12332855762196616,32.369285693536085,32.36928569353612,1.4749094673508527,5.064378397819826,5.06437839781983,0,0,0.0,0.0,0.47760765367443836,6.142036209896443,-1.6085983727701338,0.17527403622450674,12.507342969841595,12.507342969841627,0.5715766736086768,2.408320992958015,2.4083209929580183,0,0,0.0,0.0,0.0,4.537062608286843,-1.8604177938835977,0.002975813087765035,43.3667960379769,43.36679603797679,0.5356198501065514,4.009893932251747,4.009893932251748,0,0,0.0,0.0,106.12,-1.3,0,49.7,26.1,2,3,4,7,0,0,0,1,519.0,760.0
